OBJECTID,HSISID,Name,Address1,Address2,City,State,PostalCode,PhoneNumber,RestaurantOpenDate,FacilityType,X,Y,GeocodeStatus
1248,04092040164,PNC 120 PUSHCART (WCID #117),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300 ext. 5,2005-03-24T00:00:00.000Z,Pushcarts,-78.7229362924689,35.8032418948571,M
1249,04092030242,PHILLY'S CHEESESTEAKS (WCID #438),520 N WEST ST ,,RALEIGH,NC,27602,,2012-06-04T00:00:00.000Z,Mobile Food Units,-78.6454181901836,35.7868285368877,M
1250,04092017003,LA CARRETA,1028-220 OBERLIN RD ,,RALEIGH,NC,27605,(919) 977-3271,2015-08-14T00:00:00.000Z,Restaurant,-78.6601649142607,35.7972528550156,M
1251,04092017005,CINEBISTRO,525 NEW WAVERLY PL ,SUITE 101,CARY,NC,27518,(919) 987-3500,2015-08-17T00:00:00.000Z,Restaurant,-78.7775630660406,35.7385361885782,M
1252,04092014444,Taco Bell #22798,2207 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 554-4924,2005-12-05T00:00:00.000Z,Restaurant,-78.5361453160824,35.9466951219185,M
1253,04092014492,Brasa Brazilian Steakhouse,8551 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 544-3344,2006-02-02T00:00:00.000Z,Restaurant,-78.7833474272368,35.9068507274336,M
1254,04092015124,"Ruckus Pizza, Pasta & Spirits",8111-208 Tryon Woods  DR ,,CARY,NC,27518,(919) 851-3999,2008-05-02T00:00:00.000Z,Restaurant,-78.7426697405993,35.7468092989161,M
1255,04092016752,BLACKFINN AMERIPUB,3201 VILLAGE MARKET PLACE,,MORRISVILLE,NC,27560,(919) 468-3808,2014-09-03T00:00:00.000Z,Restaurant,-78.8180034285684,35.8077215761291,M
1256,04092016753,TOTOPOS,1388 KILDAIRE FARM ROAD,,CARY,NC,27511,(919) 678-3449,2014-09-05T00:00:00.000Z,Restaurant,-78.7837979912088,35.7591739277076,M
1257,04092016706,Carillon Assisted Living of Wake Forest Dining,3218 Heritage Trade Drive,,Wake Forest,NC,27587,(919) 569-2101,2014-06-20T00:00:00.000Z,Restaurant,-78.5166879350584,35.950947566747,M
1258,04092014483,Tacos Mexico,1430 N Main ST ,,FUQUAY-VARINA,NC,27526,(919) 557-1777,2005-12-08T00:00:00.000Z,Restaurant,-78.7706704787421,35.5926133674775,M
1259,04092015656,ON THE BORDER,1102 WALNUT ST ,,CARY,NC,27511-4735,(919) 460-0880,2010-06-30T00:00:00.000Z,Restaurant,-78.763315314262,35.7708778458517,M
1260,04092016879,"PHO PHO PHO NOODLE KITCHEN &amp; BAR",510-103 GLENWOOD AVE.,,RALEIGH,NC,27603,(919) 322-1837,2015-02-25T00:00:00.000Z,Restaurant,-78.647179995218,35.7866300671534,M
1261,04092013673,Goodberry`s,11736 Retail Dr,,WAKE FOREST,NC,27587-7349,(919) 554-2875,2002-10-01T00:00:00.000Z,Restaurant,-78.5423888130886,35.9675869711436,M
1262,04092015171,RUTH`S CHRIS,4381 LASSITER AT NORTH HILLS AVE ,,RALEIGH,NC,27609,(919) 791-1103,2008-07-11T00:00:00.000Z,Restaurant,-78.6432305001934,35.8371856087157,M
1263,04092015563,HOLIDAY INN EXPRESS HOTEL & SUITES BREAKFAST,3741 THISTLE DOWN  DR ,,RALEIGH,NC,27606,(919) 854-0001,2010-01-19T00:00:00.000Z,Restaurant,-78.699499437583,35.7543995972779,M
1264,04092021338,Harris Teeter #104 Meat Market,4093 Davis DR ,,MORRISVILLE,NC,27560,(919) 380-0354,2005-08-05T00:00:00.000Z,Food Stand,-78.8581160249279,35.8356264946466,M
1265,04092015181,JUMBO CHINA,3111 LELAND DR ,STE 100,RALEIGH,NC,27616,(919) 266-2388,2008-07-24T00:00:00.000Z,Restaurant,-78.509309917529,35.8935938296515,M
1266,04092015187,Great China,7851 ALEXANDER PROMENADE ,PL #100,RALEIGH,NC,27617,(919) 975-2211,2008-07-29T00:00:00.000Z,Restaurant,-78.7769563148634,35.9142437446481,M
1267,04092017058,HIBACHI ASIAN DINER,2004 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 594-1772,2015-10-15T00:00:00.000Z,Restaurant,-78.6056246031795,35.7787140070032,M
1268,04092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 828-9900,2015-10-22T00:00:00.000Z,Restaurant,-78.6635425230871,35.786873867007,M
1269,04092021918,FOOD LION #75 PRODUCE,1339 5TH AVE ,,GARNER,NC,27529,(919) 779-0770,2015-12-08T00:00:00.000Z,Food Stand,-78.6227873652445,35.7082090610471,M
1270,04092021919,LITTLE CAESARS,4800-101 GROVE BARTON RD ,,RALEIGH,NC,27613,(984) 200-7790,2015-12-14T00:00:00.000Z,Food Stand,-78.7154515084279,35.8706608484826,M
1271,04092017080,ROSATI'S PIZZA MORRISVILLE,3605 DAVIS  DR ,,MORRISVILLE,NC,27519,(919) 380-7000,2015-12-22T00:00:00.000Z,Restaurant,-78.8497624430532,35.8213035747677,M
1272,04092030220,EL REY DEL TACO (WCID #376),901 Hodges ST ,,RALEIGH,NC,27606,,2010-06-11T00:00:00.000Z,Mobile Food Units,-78.6244171702405,35.8149774737917,M
1273,04092017023,MI RANCHO MEXICAN RESTAURANT,2549 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 836-0807,2015-09-16T00:00:00.000Z,Restaurant,-78.6482765803204,35.7490785945425,M
1274,04092030263,CHARLIE'S KABOBS ON WHEELS (WCID #505),12235 CAPITAL BLVD,,WAKE FOREST,NC,27587,,2014-09-17T00:00:00.000Z,Mobile Food Units,-78.54097554732,35.980873561264,M
1275,04092021812,LOWES FOODS #162 DELI,6430 TRYON ROAD,,CARY,NC,27513,(919) 859-9335,2014-09-25T00:00:00.000Z,Food Stand,-78.7615544089434,35.7455993847078,M
1276,04092014789,Coquette,4381-119 Lassiter At North Hills AVE ,,RALEIGH,NC,27609-5731,(919) 789-0606,2007-01-26T00:00:00.000Z,Restaurant,-78.6442463888266,35.8382268473029,M
1277,04092021523,"New Super Grocery &amp; Fresh Halal Meat",748 E Chatham ST ,Unit G,CARY,NC,27511,(919) 463-0450,2008-04-14T00:00:00.000Z,Food Stand,-78.7651415525051,35.7915724137677,M
1278,04092015113,Wake Zone Espresso,6108 Old Jenks  RD ,,APEX,NC,27502,(919) 267-4622,2008-04-22T00:00:00.000Z,Restaurant,-78.8488990212394,35.7538725264712,M
1279,04092015135,CHARLIE'S KABOB GRILL,12235 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(919) 554-0938,2008-05-27T00:00:00.000Z,Restaurant,-78.54097554732,35.980873561264,M
1280,04092015607,IL BACIO,3622 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 556-7800,2010-04-09T00:00:00.000Z,Restaurant,-78.5048268051796,35.944641741296,M
1281,04092016457,ATRIA OAKRIDGE DINING,10810 SANDY OAK LN ,,RALEIGH,NC,27614,(919) 848-2088,2013-07-01T00:00:00.000Z,Restaurant,-78.5930384019973,35.9082237826991,M
1282,04092021747,WENDELL PARK CONCESSION STAND,601 W THIRD ST ,,RALEIGH,NC,27591,(919) 366-2266,2013-07-16T00:00:00.000Z,Food Stand,-78.3803366957564,35.7820716212524,M
1283,04092300281,INTERFOOD 3 HERMANOS MEAT MARKET,522  VILLAGE CT ,,GARNER,NC,27529,(919) 803-1047,2017-03-30T00:00:00.000Z,Meat Market,-78.6185950592719,35.707749200966,M
1284,04092016734,GROCERY BOY JR.,1912 W GARNER  RD ,,GARNER,NC,27529,(919) 772-5018,2014-08-22T00:00:00.000Z,Restaurant,-78.6258068945615,35.7259842330047,M
1285,04092110059,Lockhart Elementary Cafeteria,1320 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7726,(919) 266-8538,1991-10-28T00:00:00.000Z,Public School Lunchrooms,-78.4845463889256,35.8032574025396,M
1286,04092015546,HAYASHI JAPANESE RESTAURANT,13200 NEW FALLS OF NUESE RD ,STE 105,RALEIGH,NC,27614,(919) 554-0508,2010-01-05T00:00:00.000Z,Restaurant,-78.5598196460281,35.9407554983479,M
1287,04092016877,LIFE CAFE POOLSIDE,8715 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 582-7000,2015-02-27T00:00:00.000Z,Restaurant,-78.6120585568997,35.8962157430873,M
1288,04092021844,Walnut Creek West Main Concession,3801 Rock Quarry  RD ,,RALEIGH,NC,27610,(727) 481-1436,2015-04-29T00:00:00.000Z,Food Stand,-78.5788484526808,35.750184393619,M
1289,04092013597,Tookie`s,8105 FALLS OF NEUSE RD,,RALEIGH,NC,27615-3412,(919) 846-6383,2002-06-25T00:00:00.000Z,Restaurant,-78.6237332703481,35.8943589334093,M
1290,04092013600,Neomonde Bakery & Deli,10235 CHAPEL HILL RD,#300,MORRISVILLE,NC,27560-6610,(919) 466-8100,2002-06-13T00:00:00.000Z,Restaurant,-78.8278800301883,35.8301257361796,M
1291,04092040191,Mudcats Pushcart,1501 NC 39 HWY ,,ZEBULON,NC,27597,(919) 269-2287,2007-04-02T00:00:00.000Z,Pushcarts,-78.2712281963356,35.8172666285816,M
1292,04092014860,Jersey Mike`s #3042,7949 Fayetteville RD,,RALEIGH,NC,27603,(919) 661-0111,2007-04-24T00:00:00.000Z,Restaurant,-78.6974253950467,35.6650815437307,M
1293,04092014259,"Red Hot &amp; Blue",6615 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 846-7427,2005-03-01T00:00:00.000Z,Restaurant,-78.6244493537774,35.8739675702885,M
1294,04092021797,Circle K #1403,4019 Davis Drive,,Morrisville,NC,27560,(919) 388-8805,2014-06-17T00:00:00.000Z,Food Stand,-78.8569490483115,35.8374567232797,M
1295,04092021796,Luciano,4325 Glenwood  AVE ,Suite 2023,RALEIGH,NC,27612,(919) 571-2528,2014-06-19T00:00:00.000Z,Food Stand,-78.6818448283049,35.8418381451242,T
1296,04092016708,CHICK-FIL-A #00585,400 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 834-3875,2014-07-01T00:00:00.000Z,Restaurant,-78.6398831659415,35.7753800047974,M
1297,04092300283,LA BONITA MEAT MARKET,836-110 E CHATHAM ST ,,CARY,NC,27511,(919) 955-5060,2017-03-02T00:00:00.000Z,Meat Market,-78.7951812342759,35.7807844674797,T
1298,04092300282,SPROUTS #540 MEAT MARKET,9414 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 326-2530,2017-03-14T00:00:00.000Z,Meat Market,-78.6028604182337,35.9014371348662,M
1299,04092022012,ONE STOP SHOP,6809 MITCHELL MILL RD ,,ZEBULON,NC,27597,(919) 562-7801,2017-04-18T00:00:00.000Z,Food Stand,-78.4306192630548,35.89269165197,M
1300,04092016919,DOMINO'S #4453,4412 FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 872-4000,2015-04-23T00:00:00.000Z,Restaurant,-78.6111882679967,35.8434058248493,M
1301,04092015459,C & T WOK CHINESE AND THAI CUISINE,130 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 467-8860,2009-09-10T00:00:00.000Z,Restaurant,-78.828976789342,35.8195178340014,M
1302,04092016868,AMANTE GOURMET PIZZA,9545 CHAPEL HILL RD,,MORRISVILLE,NC,27560-7359,(919) 380-3382,2015-02-12T00:00:00.000Z,Restaurant,-78.8112069933901,35.8045715951488,M
1303,04092016881,FRESHII,2316-106 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 424-7900,2015-03-02T00:00:00.000Z,Restaurant,-78.6668780317611,35.7874967761836,M
1304,04092016887,"COFFEE &amp; (METLIFE 2)",201 METLIFE WAY,,CARY,NC,27513,(919) 538-7017,2015-02-23T00:00:00.000Z,Restaurant,-78.7997556331786,35.8300517538109,M
1305,04092016174,"RIDGEWOOD WINE &amp; BEER CO.",1214 RIDGE RD ,,RALEIGH,NC,27607,(919) 832-5232,2012-05-09T00:00:00.000Z,Restaurant,-78.6855808564756,35.8021202256076,M
1306,04092016179,FRESHBERRY FROZEN YOGURT CAFE,2526 HILLSBOROUGH ST ,STE 104,RALEIGH,NC,27607,(919) 821-0772,2012-05-01T00:00:00.000Z,Restaurant,-78.6692269033893,35.7883515637092,M
1307,04092016189,BURGER KING #17359,851 VILLAGE WALK DR ,,HOLLY SPRINGS,NC,27540,(919) 552-0650,2012-05-31T00:00:00.000Z,Restaurant,-78.8349911966771,35.6388414732894,M
1308,04092021707,Carlie C's IGA #820 Seafood,1514 GARNER STATION  BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012-06-01T00:00:00.000Z,Food Stand,-78.6547589547499,35.7258234475018,M
1309,04092017002,"HOOK &amp; CLEAVER MARKET",411 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 577-3900,2015-08-19T00:00:00.000Z,Restaurant,-78.7947414543809,35.593808627364,M
1310,04092110490,HOLLY GROVE MIDDLE SCHOOL CAFETERIA,1401  AVENT FERRY RD ,,HOLLY SPRINGS ,NC,27540,,2010-03-30T00:00:00.000Z,Public School Lunchrooms,-78.8488238605511,35.6289021814871,M
1311,04092015625,BOJANGLES #42,840 E CHATHAM ST ,,CARY,NC,27511,(919) 467-7030,2010-04-19T00:00:00.000Z,Restaurant,-78.7602131416623,35.7909663169463,M
1312,04092021891,FOOD LION #669 PRODUCE,405 S MAIN ST ,,ROLESVILLE,NC,27571,(919) 554-4018,2015-10-14T00:00:00.000Z,Food Stand,-78.4647272132021,35.9173153847388,T
1313,04092021899,FOOD LION #193 PRODUCE,5633 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 781-0597,2015-10-22T00:00:00.000Z,Food Stand,-78.6820055167135,35.8587911747637,M
1314,04092015927,"RELISH CAFE &amp; BAR",5625 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 787-1855,2011-03-31T00:00:00.000Z,Restaurant,-78.6820055167135,35.8587911747637,M
1315,04092015960,CAMBRIDGE VILLAGE DINING,951 S HUGHES ST ,,APEX,NC,27502,(919) 363-2080,2011-05-10T00:00:00.000Z,Restaurant,-78.8457912648639,35.7181056844629,M
1316,04092015955,MARCO'S #8073,1015 DAVIS  DR ,,APEX,NC,27523,(919) 387-8820,2011-05-06T00:00:00.000Z,Restaurant,-78.8488990212394,35.7538725264712,M
1317,04092015970,"TLC Wings &amp; Grill",805 W Peace Street,,RALEIGH,NC,27605,(919) 834-8292,2011-06-02T00:00:00.000Z,Restaurant,-78.6503527910729,35.7884471656159,M
1318,04092016711,El Lobo Mexican Restaurant,1301 E. Broad Street,,Fuquay-Varina,NC,27526,(919) 557-9540,2014-06-25T00:00:00.000Z,Restaurant,-78.7760464646476,35.5954874545064,M
1319,04092016723,Passage Home Cafe,513 Branch Street,,RALEIGH,NC,27610,(919) 834-0666,2014-07-29T00:00:00.000Z,Restaurant,-78.6322123784671,35.7647322507975,M
1320,04092014332,EMC2,One Technology DR ,,APEX,NC,27502,(919) 387-5338,2004-07-02T00:00:00.000Z,Restaurant,0,0,U
1321,04092021342,Harris Teeter #118 Deli,5277 Sunset Lake RD ,,HOLLY SPRINGS,NC,27540,(919) 363-3059,2005-08-15T00:00:00.000Z,Food Stand,-78.7965432010725,35.6668415221416,M
1322,04092110474,MARTIN MIDDLE SCHOOL CAFETERIA,1701  RIDGE RD ,,RALEIGH,NC,27607,(919) 881-4970,2008-08-20T00:00:00.000Z,Public School Lunchrooms,-78.6869875207767,35.8124895579097,M
1323,04092015209,THE BRICKHOUSE,3801 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 829-3666,2008-09-18T00:00:00.000Z,Restaurant,-78.6885628808047,35.7938727359201,M
1324,04092040208,GROOVY DOGS (WCID #259),1401  DIGGS DR ,STE E,RALEIGH,NC,27603,(919) 524-8911,2008-09-03T00:00:00.000Z,Pushcarts,-78.6617868904896,35.7551072492716,M
1325,04092015229,QDOBA MEXICAN GRILL #60,424 E SIX FORKS RD ,STE 105,RALEIGH,NC,27609,(919) 838-9133,2008-09-25T00:00:00.000Z,Restaurant,-78.626022986391,35.8200180514566,M
1326,04092160068,FALLS RIVER COURT (FOOD SERVICE),1130 FALLS RIVER  AVE ,,RALEIGH,NC,27614,(919) 844-2499,2009-01-29T00:00:00.000Z,Institutional Food Service,-78.5870562478006,35.9068319343884,M
1327,04092021564,LOWES FOODS #239 DELI,932 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 554-0537,2009-03-03T00:00:00.000Z,Food Stand,-78.4951784817424,35.9673291023392,M
1328,04092030290,TAQUERIA LA COSTENA (WCID #537),GREEN LEVEL CHURCH RD,M-F 11am-2pm,MORRISVILLE,NC,27511,(919) 244-0786,2015-10-09T00:00:00.000Z,Mobile Food Units,0,0,U
1329,04092017067,IHOP #2130,7304 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 552-8570,2015-10-30T00:00:00.000Z,Restaurant,-78.8300065953684,35.6348524538766,M
1330,04092017087,LYNNWOOD BREWING CONCERN,1053-101 E WHITAKER MILL RD ,,RALEIGH,NC,27604,(919) 424-7533,2015-11-09T00:00:00.000Z,Restaurant,-78.6211305320345,35.8073049090731,M
1331,04092017112,LARRY'S SOUTHERN KITCHEN,4205 FAYETTEVILLE RD ,,GARNER,NC,27529,(919) 779-3933,2015-12-11T00:00:00.000Z,Restaurant,0,0,U
1332,04092014932,Babymoon Cafe,100 Jerusalem DR,,MORRISVILLE,NC,27560,(919) 465-9006,2007-08-24T00:00:00.000Z,Restaurant,-78.8270704171997,35.8510200139182,M
1333,04092015051,Taza Grill #2,10940 Raven Ridge  RD ,,RALEIGH,NC,27614,(919) 845-7772,2008-01-25T00:00:00.000Z,Restaurant,-78.5900997314417,35.907907925887,M
1334,04092014275,Fuji San Japanese Steakhouse,8411 Brier Creek PKY ,Ste 105,RALEIGH,NC,27617,(919) 806-2888,2005-03-24T00:00:00.000Z,Restaurant,-78.7833474272368,35.9068507274336,M
1335,04092015260,HIBACHI JAPAN,11216 CAPITAL BLVD ,STE 105,WAKE FOREST,NC,27587,(919) 556-8882,2008-10-10T00:00:00.000Z,Restaurant,-78.5373462377219,35.9524773070552,M
1336,04092014287,FireBirds Rocky Mountain Grill #2,4350 Lassiter At N. Hills Ave. Ste. 118 ,,RALEIGH,NC,27609,(919) 788-8778,2005-04-05T00:00:00.000Z,Restaurant,-78.6432305001934,35.8371856087157,M
1337,04092016913,TAVERN ON THE GREEN,565 COMPETITION RD ,,RALEIGH,NC,27603,(919) 977-8094,2015-05-12T00:00:00.000Z,Restaurant,-78.669116181499,35.6720273812516,M
1338,04092030279,MY CUP OVERFLOWS (WCID #528),10125 Division  DR ,,RALEIGH,NC,27603,(919) 454-7766,2015-03-16T00:00:00.000Z,Mobile Food Units,-78.7114342000245,35.6339829530208,M
1339,04092016906,SMOOTHIE U,2600 FOUNDER DRIVE,,RALEIGH,NC,27695,,2015-04-13T00:00:00.000Z,Restaurant,0,0,U
1340,04092010527,Nur Deli And Grocery,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 828-1523,1991-04-22T00:00:00.000Z,Restaurant,-78.6760509024408,35.7783581759847,M
1341,04092011415,Neomonde Mediterranean,3817 BERYL RD,,RALEIGH,NC,27607-5244,(919) 828-1628,1991-04-23T00:00:00.000Z,Restaurant,-78.6901887410495,35.7932510157842,M
1342,04092016233,MAR-Y-SOL II,1310 CORPORATION PKY ,,RALEIGH,NC,27610-1363,(919) 212-8100,2012-08-03T00:00:00.000Z,Restaurant,-78.5678028930245,35.7979447756901,M
1343,04092013615,State Farmers Market Restaurant,1240 Farmers Market Dr ,,RALEIGH,NC,27603,(919) 755-1550 ext. 9,2002-07-09T00:00:00.000Z,Restaurant,-78.663309298935,35.7644569416186,M
1344,04092021135,Lowes Foods #187 Meat/Seafood,12524 Capital Blv,,WAKE FOREST,NC,27587-7487,(919) 562-5020,2002-08-09T00:00:00.000Z,Food Stand,-78.532704387527,35.9859361267606,M
1345,04092015832,THE LEMON TREE SHOPPING CAFE,113 S WHITE  ST ,,WAKE FOREST,NC,27587,(919) 521-5806,2010-11-24T00:00:00.000Z,Restaurant,-78.5092459508189,35.9788860957284,M
1346,04092016416,JASMIN MEDITERRANEAN BISTRO,424 E SIX FORKS RD ,STE 101,RALEIGH,NC,27609,(919) 743-3336,2013-04-25T00:00:00.000Z,Restaurant,-78.626022986391,35.8200180514566,M
1347,04092110472,SYCAMORE CREEK CAFETERIA,10921 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 841-4350,2008-07-23T00:00:00.000Z,Public School Lunchrooms,-78.7329546116635,35.9183716278322,M
1348,04092015215,RALEIGH CONVENTION CENTER,500 S SALISBURY  ST ,,RALEIGH,NC,27601,(919) 996-8675,2008-09-02T00:00:00.000Z,Restaurant,-78.6412582269964,35.7736513634693,M
1349,04092015225,MOE`S SOUTHWEST GRILL #283,10760 WAKEFIELD COMMONS DR ,,WAKE FOREST,NC,27587,(919) 570-3222,2008-08-20T00:00:00.000Z,Restaurant,0,0,U
1350,04092015246,GUMBY`S PIZZA & WINGS,2712 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 836-1555,2008-10-03T00:00:00.000Z,Restaurant,-78.671703705472,35.7888846803584,M
1351,04092300242,DON JUAN MEAT MARKET,4005-103 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 255-3301,2009-09-09T00:00:00.000Z,Meat Market,-78.5682405792688,35.7991613720987,M
1352,04092017227,QUICKLY,4141 DAVIS DR ,,MORRISVILLE,NC,27560,(984) 465-0347,2016-05-19T00:00:00.000Z,Restaurant,-78.8581160249279,35.8356264946466,M
1353,04092017274,HARRIS TEETER #43 STARBUCKS,3638 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-9521,2016-06-24T00:00:00.000Z,Restaurant,-78.5048268051796,35.944641741296,M
1354,04092021551,MARCO`S PIZZA #8007,2906 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 832-8887,2008-10-16T00:00:00.000Z,Food Stand,-78.6752697672735,35.7896076974683,M
1355,04092015461,Zoes Kitchen,1028 OBERLIN RD ,,RALEIGH,NC,27605,(919) 838-0909,2009-09-11T00:00:00.000Z,Restaurant,-78.6584498914066,35.7978357472798,M
1356,04092015490,"SPINNERS BAR &amp; GRILL AT FOUR POINTS",1200 CLAREN CIR ,,MORRISVILLE,NC,27560,(919) 380-1221,2009-10-14T00:00:00.000Z,Restaurant,-78.8229608283137,35.8550380044921,M
1357,04092021909,FOOD LION #1338 PRODUCE,620 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 362-3904,2015-11-02T00:00:00.000Z,Food Stand,-78.842012231031,35.7350996038676,M
1358,04092021911,"LOWE'S FOOD #239 MEAT &amp; SEAFOOD",932 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 740-0564,2015-11-03T00:00:00.000Z,Food Stand,-78.4951784817424,35.9673291023392,M
1359,04092015638,BRUNO,11211  GALLERIA  AVE ,,RALEIGH,NC,27614,(919) 435-6640,2010-05-26T00:00:00.000Z,Restaurant,-78.5433144099626,35.9486582592854,M
1360,04092015867,JASON'S DELI #890,2400 JOHN BRANTLEY  BLVD ,RDU TERMINAL 2,RALEIGH,NC,27623,(919) 840-4378,2011-01-20T00:00:00.000Z,Restaurant,0,0,U
1361,04092021331,Lowes Foods #218 Seafood ,8201 Rowlock WAY ,,RALEIGH,NC,27612,(919) 792-0304,2005-06-16T00:00:00.000Z,Food Stand,-78.7377914877797,35.8856728112998,M
1362,04092014389,Frankie`s Restaurant,11190 Fun Park DR ,,RALEIGH,NC,27617,(919) 433-7888,2005-09-16T00:00:00.000Z,Restaurant,-78.7933526935828,35.9187995074591,M
1363,04092014393,LongHorn Steakhouse #251,8121 Brier Creek PKY ,,RALEIGH,NC,27617,(919) 484-7669,2005-10-03T00:00:00.000Z,Restaurant,-78.7839809540041,35.9095054570367,M
1364,04092016089,OVER THE FALLS,419 S BROOKS ST ,,WAKE FOREST,NC,27587,(919) 570-8588,2012-01-20T00:00:00.000Z,Restaurant,-78.5087581569709,35.9741886590282,M
1365,04092010564,Pizza Hut,1301 N MAIN ST ,,FUQUAY VARINA,NC,27526-2618,(919) 552-0771,1991-04-22T00:00:00.000Z,Restaurant,-78.7781711416722,35.592237315459,M
1366,04092015613,CARILLON OF FUQUAY FOOD SERVICE,6576  JOHNSON POND RD ,,FUQUAY VARINA,NC,27526,(919) 577-8102,2010-04-16T00:00:00.000Z,Restaurant,-78.7562397004867,35.6035882131187,M
1367,04092017012,"CAROLINA SUSHI &amp; ROLL",5951-107 POYNER VILLAGE PKY ,,RALEIGH,NC,27616,(919) 981-5835,2015-08-28T00:00:00.000Z,Restaurant,-78.5703020816845,35.8651156447039,M
1368,04092030288,THE CORNER VENEZUELAN FOOD (WCID #539),7500 RAMBLE WAY ,,RALEIGH,NC,27616,,2015-09-04T00:00:00.000Z,Mobile Food Units,-78.5375109983231,35.876307123636,M
1369,04092016417,SUBWAY #57757,2020 HILLSBOROUGH ST ,STE 102,RALEIGH,NC,27607,(919) 322-2015,2013-05-30T00:00:00.000Z,Restaurant,-78.6627666384639,35.786629450056,M
1370,04092016433,Sticky Rice,927 DURHAM RD ,STE 107,WAKE FOREST,NC,27587,,2013-05-30T00:00:00.000Z,Restaurant,-78.540946425989,35.9761504661173,M
1371,04092040288,SAINT GEORGE II (WCID #462),300 SALISBURY ST ,,RALEIGH,NC,27601,,2013-05-20T00:00:00.000Z,Pushcarts,-78.6411193057099,35.7763298945818,T
1372,04092014532,A Slice of NY Pizza,8301 Brier Creek PKY,Ste. 107,RALEIGH,NC,27617,(919) 405-1301,2006-03-22T00:00:00.000Z,Restaurant,-78.7833474272368,35.9068507274336,M
1373,04092015000,GRACE Christian School Kitchen,801  Buck Jones RD ,,RALEIGH,NC,27606,(919) 783-6618,2007-11-06T00:00:00.000Z,Restaurant,-78.7369374603901,35.7719067802355,M
1374,04092013658,Kroger #371 Deli ,1371 EAST BROAD STREET,,FUQUAY VARINA,NC,27526-1966,(919) 567-7423,2002-08-21T00:00:00.000Z,Restaurant,-78.7760464646476,35.5954874545064,M
1375,04092021533,The Fresh Market Produce,6325 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 872-8501,2008-04-25T00:00:00.000Z,Food Stand,-78.6225160651848,35.8692285163234,M
1376,04092021978,NE MEZZANINE CONCESSIONS REYNOLDS,2411 DUNN AVE ,,RALEIGH,NC,27695,,2016-09-08T00:00:00.000Z,Food Stand,-78.6787287378212,35.784482781381,M
1377,04092110064,Combs Elementary Cafeteria,1600 LORIMER RD ,,RALEIGH,NC,27606-2626,(919) 233-4306,1991-09-16T00:00:00.000Z,Public School Lunchrooms,-78.7036482548274,35.7769273821182,M
1378,04092110065,Athens Drive Sr. High Cafeteria,1420 ATHENS DR ,,RALEIGH,NC,27606-2427,(919) 233-4078,1991-09-16T00:00:00.000Z,Public School Lunchrooms,-78.7122340293148,35.768374133208,M
1379,04092013761,Harris Teeter #257 Deli,2080 Kildaire Farm Rd ,,CARY,NC,27511,(919) 233-9483,2003-01-17T00:00:00.000Z,Restaurant,-78.7806870612155,35.7356746138576,M
1380,04092015252,TOSSED #13,4117 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 460-4449,2008-10-13T00:00:00.000Z,Restaurant,-78.8581160249279,35.8356264946466,M
1381,04092021910,FOOD LION #1259,3685 NEW BERN AVE ,,RALEIGH,NC,27610,,2015-11-04T00:00:00.000Z,Food Stand,-78.5792370373739,35.7988531315729,M
1382,04092017081,RAGAZZI'S,1514 US HWY 70 W ,,GARNER,NC,27529,(919) 306-1879,2015-11-17T00:00:00.000Z,Restaurant,0,0,U
